key,level,name,full_name,description,shade,parent
1954,4,CICS Data Storage,Data Services##Data File Services##Local Persistence##CICS Data Storage,CICS's data storage technologies provide a robust framework for handling large volumes of transactional data.,"rgb(89, 10, 176)",2126
194,4,CICS EzSocket TCP/IP Utility,Services##Logic Services##Business Logic Communication##CICS EzSocket TCP/IP Utility,CICS EzSOKET TCP/IP Utility,"rgb(13, 118, 213)",2221
389,4,CICS Messaging Utility,System Interaction##Communication Services##Messaging Services##CICS Messaging Utility,All CICS utilities used for messaging,"rgb(101, 41, 198)",2253
3309,4,CICS SOAP Webservice,Services##Logic Services##Business Logic Communication##CICS SOAP Webservice,"You can expose existing CICS applications as SOAP web services and create CICS applications to act
as SOAP web service providers or web service requesters","rgb(3, 48, 176)",2221
200,4,CICS Utility,Services##Logic Services##Business Logic##CICS Utility,CICS Utility,"rgb(101, 41, 198)",2220
192,4,CICS Web Services Utility,System Interaction##Communication Services##Exposed API##CICS Web Services Utility,CICS Web Services Utility,"rgb(101, 41, 198)",2231
600,4,CKEditor,Services##Logic Services##Business Logic##CKEditor,"CKEditor allows users to create any type of content in your application, be it documents, reports, emails, notes or chat messages.","rgb(153, 41, 189)",2220
446,4,CORBA,Services##Logic Services##Business Logic##CORBA,The CORBA (Common Object Request Broker Architecture) model is based on clients requesting services from distributed objects or servers through a well-defined interface by issuing requests to the objects in the form of remote method requests,"rgb(227, 36, 0)",2220
493,4,CSS Database,Services##Logic Services##Business Logic##CSS Database,cssdb is a comprehensive list of CSS features and their positions in the process of becoming implemented web standards.,"rgb(79, 122, 40)",2220
210,4,CTG (CICS Transaction Gateway) Utility,Services##Logic Services##Business Logic Communication##CTG (CICS Transaction Gateway) Utility,CTG (CICS Transaction Gateway) Utility,"rgb(13, 118, 213)",2221
4053,4,Caching library for Python,Services##Logic Services##Business Logic##Caching library for Python,"A caching library for Python provides tools to temporarily store and retrieve data in memory (or on disk) to avoid repeated computation, API calls, or database queries","rgb(202, 28, 28)",2220
3464,4,Camunda,Services##Logic Services##Business Logic##Camunda,"Automation value at scale.
Your processes, orchestrated end-to-end.","rgb(97, 23, 124)",2220
3485,4,Capacitor,Services##Logic Services##Business Logic##Capacitor,"Capacitor is an open source native runtime for building Web Native apps. Create cross-platform iOS, Android, and Progressive Web Apps with JavaScript, HTML, and CSS.","rgb(0, 109, 143)",2220
4077,4,Celery,System Interaction##Communication Services##Messaging Services##Celery,"Celery is a powerful, production-ready, asynchronous task queue based on distributed message passing. It's used to run background tasks (like sending emails, processing images, etc.) outside of your web request/response cycle.","rgb(0, 140, 180)",2253
1398,4,Cglib,Services##Logic Services##Business Logic##Cglib,High level API to generate and transform Java byte code.,"rgb(0, 109, 143)",2220
492,4,Chai,Services##Logic Services##Business Logic##Chai,Chai is a BDD / TDD assertion library for node and the browser that can be delightfully paired with any javascript testing framework.,"rgb(173, 62, 0)",2220
596,4,Chakra,User Interaction##Web Interaction##Web Presentation##Chakra,"Simple, Modular & Accessible UI Components for your React Applications","rgb(0, 185, 52)",2278
3099,4,Citrus Integration Testing,Services##Logic Services##Business Logic##Citrus Integration Testing,"Framework for automated integration tests supporting a wide range of message protocols and data formats!
Kafka, Http REST, JMS, TCP/IP, SOAP, FTP/SFTP, SSH, XML, Json and much more!","rgb(169, 104, 0)",2220
3131,4,Classic ASP,User Interaction##Web Interaction##Web Presentation##Classic ASP,"Classic ASP (Active Server Pages) is a server-side scripting environment that enables the creation of dynamic, interactive web pages by embedding scripts written in VBScript or JScript within HTML code","rgb(0, 109, 143)",2278
265,4,Co:Z SFTP Utility,Services##Logic Services##Business Logic Communication##Co:Z SFTP Utility,Co:Z SFTP Utility,"rgb(102, 156, 53)",2221
1965,4,Cobol Business Logic,Services##Logic Services##Business Logic##Cobol Business Logic,Cobol Business Logic,"rgb(176, 48, 96)",2220
1967,4,Cobol Data File Access,Services##Logic Services##Data Access Services##Cobol Data File Access,Cobol Data File Access,"rgb(89, 10, 176)",2225
3102,4,Codahale,Services##Logic Services##Business Logic##Codahale,Codahale Metrics (now known as Dropwizard Metrics) is a powerful metrics library for the Java ecosystem,"rgb(44, 19, 118)",2220
536,4,CodeHaus Cargo,Services##Logic Services##Business Logic##CodeHaus Cargo,"Cargo is a thin wrapper that allows you to manipulate various type of application containers (J2EE, Java EE, Jakarta EE and others) in a standard way.","rgb(111, 118, 8)",2220
476,4,CodeHaus Castor,Services##Logic Services##Business Logic##CodeHaus Castor,"Castor is an open source data binding framework for Java[tm]. It provides direct, short paths between Java objects and XML documents. Castor essentially provides Java-to-XML binding and more.","rgb(217, 8, 8)",2220
126,4,CodeHaus Jackson,Services##Logic Services##Business Logic##CodeHaus Jackson,CodeHaus Jackson,"rgb(0, 77, 101)",2220
475,4,CodeHaus Plexus,Services##Logic Services##Business Logic##CodeHaus Plexus,"The Plexus project provides a number of pre-built components for common tasks and toolkits such as Jetty, Velocity, Hibernate, i18n, and many more.","rgb(123, 8, 217)",2220
560,4,Codehaus Jettison,Services##Logic Services##Business Logic##Codehaus Jettison,Jettison is a Java library for converting XML to JSON and vice-versa with the help of StAX. It implements XMLStreamWriter and XMLStreamReader and supports Mapped and BadgerFish conventions.,"rgb(111, 118, 8)",2220
555,4,Codehaus Redback,Services##Logic Services##Business Logic##Codehaus Redback,Codehaus Redback,"rgb(111, 118, 8)",2220
556,4,Codehaus Woodstox,Services##Logic Services##Business Logic##Codehaus Woodstox,Woodstox is a high-performance XML processor that implements Stax (JSR-173) and SAX2 APIs,"rgb(111, 118, 8)",2220
559,4,Codehaus XFire,Services##Logic Services##Business Logic##Codehaus XFire,"Codehaus XFire is a next-generation java SOAP framework. Codehaus XFire makes service oriented development approachable through its easy to use API and support for standards. It is also highly performant since it is built on a low memory StAX based model.

","rgb(111, 118, 8)",2220
561,4,Codehaus.Janino,Services##Logic Services##Business Logic##Codehaus.Janino,"Janino can not only compile a set of source files to a set of class files like JAVAC, but also compile a Java expression, a block, a class body, one .java file or a set of .java files in memory, load the bytecode and execute it directly in the running JVM.","rgb(111, 118, 8)",2220
601,4,Commitlint,Services##Logic Services##Business Logic##Commitlint,Lint commit messages,"rgb(0, 66, 170)",2220
47,4,Common Logging,Services##Logic Services##Business Logic##Common Logging,Provides a simple logging abstraction to switch between different logging implementations.,"rgb(122, 74, 0)",2220
3990,4,CommonMark,Services##Logic Services##Business Logic##CommonMark,CommonMark is Python library that parses and renders CommonMark-compliant Markdown into HTML or an abstract syntax tree (AST).,"rgb(0, 140, 180)",2220
183,4,Compuware Abend-AID for CICS Utility,Services##Logic Services##Business Logic##Compuware Abend-AID for CICS Utility,Compuware Abend-AID for CICS Utility,"rgb(13, 118, 213)",2220
1804,4,Confluent Kafka for .NET,System Interaction##Communication Services##Messaging Services##Confluent Kafka for .NET,confluent-kafka-dotnet is Confluent's .NET client for Apache Kafka and the Confluent Platform.,"rgb(97, 23, 124)",2253
479,4,Connect,Services##Logic Services##Business Logic##Connect,"Connect is an extensible HTTP server framework for node using ""plugins"" known as middleware.","rgb(0, 142, 0)",2220
403,4,Control M Scheduler Utility,Services##Logic Services##Business Logic##Control M Scheduler Utility,Control M Scheduler,"rgb(235, 127, 9)",2220
4078,4,Core ASGI Utility,Services##Logic Services##Business Logic Communication##Core ASGI Utility,"Core ASGI utility libraries for Python—like asgiref, anyio, and starlette—provide the essential tools, interfaces, and runtime support needed to build, bridge, and manage asynchronous web applications using the ASGI standard.","rgb(0, 140, 180)",2221
16,4,CoreUI,User Interaction##Web Interaction##Web Presentation##CoreUI,CoreUI Bootstrap Dashboard.,"rgb(0, 0, 0)",2278
1862,4,CouchDB,Data Services##Database Services##NoSQL Services##CouchDB,CouchDB Database,"rgb(219, 29, 29)",2261
606,4,CouchDB for JS-TS,Services##Logic Services##Data Access Services##CouchDB for JS-TS,All CouchDB SDKs for Javascript and Typescript,"rgb(227, 36, 0)",2225
1854,4,Couchbase,Data Services##Database Services##NoSQL Services##Couchbase,Couchbase Database,"rgb(219, 29, 29)",2261
3255,4,Couchbase SDK for Java,Services##Logic Services##Business Logic##Couchbase SDK for Java,All Couchbase SDK for Java,"rgb(255, 64, 19)",2220
3269,4,Couchbase for .NET,Services##Logic Services##Data Access Services##Couchbase for .NET,All libraries used to connect to Couchbase database using .NET SDK,"rgb(227, 36, 0)",2225
2910,4,CppUnit,Services##Logic Services##Business Logic##CppUnit,CppUnit is the C++ port of the famous JUnit framework for unit testing.,"rgb(94, 48, 235)",2220
3891,4,Cryptography,Services##Logic Services##Business Logic##Cryptography,"The cryptography library is a modern and secure Python library for cryptographic operations, supporting both high-level (easy-to-use) and low-level (advanced) cryptographic APIs.","rgb(18, 133, 171)",2220
408,4,Cucumber,Services##Logic Services##Business Logic##Cucumber,BDD Testing. Validate executable specifications against your code on any modern development stack.,"rgb(23, 164, 50)",2220
3971,4,Custom Python Interpreters,Services##Logic Services##Business Logic##Custom Python Interpreters,A variety of specialized Python libraries allow writing interfaces similar to Python’s interactive interpreter.,"rgb(42, 187, 157)",2220
473,4,Cypress,Services##Logic Services##Business Logic##Cypress,"With Cypress, you can easily create tests for your modern web applications, debug them visually, and automatically run them in your continuous integration builds.","rgb(0, 119, 128)",2220
14,4,D3.js,User Interaction##Web Interaction##Web Presentation##D3.js,D3.js is a JavaScript library for manipulating documents based on data..,"rgb(255, 106, 0)",2278
391,4,DB2 Persistence Utility,Services##Logic Services##Data Access Services##DB2 Persistence Utility,All DB2 utilities used for persisting data,"rgb(31, 176, 38)",2225
207,4,DB2 Utility,Services##Logic Services##Data Access Services##DB2 Utility,DB2 Utility,"rgb(31, 176, 38)",2225
